Minerali,per porzione,% RDA
Calcio,"16,7 mg","1,7 %"
Rame,"0,2 mg","18,3 %"
Ferro,"0,4 mg","2,9 %"
Magnesio,"16,7 mg","5,6 %"
Manganese,"0,3 mg","12,9 %"
Fosforo,"26,2 mg","3,7 %"
Potassio,"535,5 mg","26,8 %"
Selenio,"< 0,1 mg","4,0 %"
Zinco,"0,4 mg","5,8 %"
