Valori nutrizionali,per porzione,% RDA
Valore calorico,22 kcal 94 kJ,"1,1 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,6 %"
Carboidrati,"4,7 g","1,8 %"
Zuccheri,"3,5 g","7,0 %"
Proteine,"1,4 g","1,9 %"
Fibre alimentari,"1,2 g","0,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"57,1 g","2,9 %"
