Minerali,per porzione,% RDA
Calcio,"70,1 mg","7,0 %"
Rame,"< 0,1 mg","8,6 %"
Ferro,"1,8 mg","12,3 %"
Magnesio,"15,5 mg","5,2 %"
Manganese,"0,4 mg","17,5 %"
Fosforo,"80,1 mg","11,4 %"
Potassio,"116,5 mg","5,8 %"
Selenio,"< 0,1 mg","57,3 %"
Zinco,"0,6 mg","9,0 %"
