Valori nutrizionali,per porzione,% RDA
Valore calorico,189 kcal 792 kJ,"9,5 %"
Grassi,"8,1 g","12,4 %"
Grassi saturi,"1,0 g","4,4 %"
Grassi monoinsaturi,"2,0 g","6,9 %"
Grassi polinsaturi,"3,3 g","22,3 %"
Carboidrati,"15,4 g","5,7 %"
Zuccheri,"3,4 g","6,8 %"
Proteine,"16,9 g","23,1 %"
Fibre alimentari,"8,1 g","2,7 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"112,8 g","5,6 %"
