,0,1,2
0,,biscotti frollini,
1,,,infanzia
2,,,integrali
3,,,integrali soia
4,,,secchi
5,,,soia
6,,,wafers
7,,,
8,,cornetti,
9,,cornflakes,
10,,crackers salati,
11,,,Alla soia
12,,,al formaggio
13,,cracotte,
14,,croissants,
15,,crusca frumento,
16,,farina di,
17,,,avena
18,,,frumento duro
19,,,frumento integrale
20,,,frumento tipo 0
21,,,frumento tipo 00
22,,,mais
23,,,orzo
24,,,riso
25,,,segale
26,,,soia
27,,,farro
28,,fette biscottate,
29,,,integrali
30,,fiocchi avena,
31,,frumento duro,
32,,,tenero
33,,,germe frumento
34,,grissini,
35,,mais,
36,,,amido
37,,,dolce
38,,MIGLIO decorticato,
39,,,miglio intero
40,,muesli,
41,,orzo perlato,
42,,pane,
43,,,azzimo
44,,,integrale
45,,,malto
46,,,rosetta
47,,,segale
48,,,tipo 0
49,,,tipo 00
50,,,tipo 1
51,,,pangrattato
52,,,panini al latte
53,,,panini olio
54,,pasta semola,
55,,,bollita
56,,,pasta ALL'uovo cruda
57,,,pasta all'uovo cotta
58,,pizza bianca,
59,,,pizza pomodoro
60,,,pizza pomodoro mozzarella
61,,riso brillato,
62,,,bollito
63,,,integrale
64,,,integrale cotto
65,,,parboiled
66,,,parboiled bollito
67,,,soffiato
68,,semola,
69,,tapioca,
70,,tortellini freschi,
71,,,tortellini secchi
72,,,
