Minerali,per porzione,% RDA
Calcio,"8,0 mg","0,8 %"
Rame,"< 0,1 mg","8,6 %"
Ferro,"1,0 mg","6,8 %"
Magnesio,"50,0 mg","16,7 %"
Manganese,"< 0,1 mg","0,8 %"
Fosforo,"254,0 mg","36,3 %"
Potassio,"252,0 mg","12,6 %"
Selenio,"< 0,1 mg","121,7 %"
Zinco,"0,6 mg","8,6 %"
