,0,1,2,3,4,5
1,Categoria merceologica: 24001 - erbe aromatiche e altri spezie,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,03,423,,
6,"Energia, ricalcolata, kJ",1289,86,,,
7,"Energia, Ric con fibra, kJ",1457,86,,,
8,"Energia, ricalcolata, kcal",307,86,,,
9,"Energia, Ric con fibra, kcal",348,86,,,
10,"Proteine totali, g",148,03,423,,
11,"Proteine animali, g",00,03,423,,
12,"Proteine vegetali, g",148,03,423,,
13,"Lipidi totali, g",130,03,423,,
14,"Lipidi animali, g",00,03,423,,
15,"Lipidi vegetali, g",130,03,423,,
16,"Colesterolo, mg",0,03,423,,
17,"Carboidrati disponibili (MSE), g",348,03,423,,
18,"Amido (MSE), g",00,03,423,,amido=0 quando GD=GS
19,"Carboidrati solubili (MSE), g",348,03,423,,
20,"Fibra alimentare totale, g",209,03,423,,
21,"Alcol, g",00,03,423,,
22,"Acqua, g",100,03,423,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",236,03,423,,
25,"Calcio, mg",177,03,423,,
26,"Sodio, mg",34,03,423,,
27,"Potassio, mg",2344,03,423,,
28,"Fosforo, mg",345,03,423,,
29,"Zinco, mg",410,03,423,,
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",064,03,423,,
32,"Vitamina B2, Riboflavina, mg",174,03,423,,
33,"Vitamina C, mg",71,03,423,,
34,"Niacina, mg",1530,03,423,,
35,"Vitamina B6, mg",028,09,317,,"ALIMENTO SIMILE Pepper, chili, red acqua=86.4g"
36,"Folati totali, µg",0,09,843,,non RIPR acqua=9.5g
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",6060,03,423,,
40,"Retinolo, µg",0,03,423,,
41,"ß-carotene eq., µg",36360,03,423,,
42,"Vitamina E (ATE), mg",080,09,320,,"ALIMENTO SIMILE Peppers, red, raw acqua=90.4g, lip=0.4g"
43,"Vitamina D, µg",000,03,423,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",211,12,02028,,RIPR lip=12.95g saturi=2.10g 18:1=1.11g mono=1.23g 18:2=7.42g 18:3=0.9g altri PUFA=0 PUFA=8.32g
46,"Acidi grassi monoinsaturi totali, g",123,12,02028,,
47,"Acido oleico, g",111,12,02028,,
48,"Acidi grassi polinsaturi totali, g",835,12,02028,,
49,"Acido linoleico, g",745,12,02028,,
50,"Acido linolenico, g",090,12,02028,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
