,0,1,2,3
1,Proteine(%): 19,,,
2,Lisina:,1575,8.29,
3,Istidina:,490,2.58,
4,Arginina:,1159,6.1,
5,Acido aspartico:,1847,9.72,
6,Treonina:,811,4.27,
7,Serina:,697,3.67,
8,Acido glutamico:,3105,16.34,
9,Prolina:,823,4.33,
10,Glicina:,973,5.12,
11,Alanina:,868,4.57,
12,Cistina:,226,1.19,
13,Valina:,846,4.45,
14,Metionina:,502,2.64,
15,Isoleucina:,874,4.6,
16,Leucina:,1518,7.99,
17,Tirosina:,627,3.3,
18,Fenilalanina:,695,3.66,
19,Triptofano:,200,1.05,
20,Indice Chimico:,95,,
21,Aminoacido limitante:,Trip.,,
