Minerali,per porzione,% RDA
Calcio,"15,1 mg","1,5 %"
Rame,"0,1 mg","11,7 %"
Ferro,"1,4 mg","9,5 %"
Magnesio,"37,4 mg","12,5 %"
Manganese,"0,9 mg","43,4 %"
Fosforo,"86,1 mg","12,3 %"
Potassio,"144,9 mg","7,2 %"
Selenio,"< 0,1 mg","59,5 %"
Zinco,"0,7 mg","9,9 %"
