,0,1,2,3,4,5
1,Categoria merceologica: 17002 - liquori dolci e amari,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 ml / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,4000,,
6,"Energia, ricalcolata, kJ",780,86,,,
7,"Energia, Ric con fibra, kJ",780,86,,,
8,"Energia, ricalcolata, kcal",186,86,,,
9,"Energia, Ric con fibra, kcal",186,86,,,
10,"Proteine totali, g",0.0,AA,403010,,
11,"Proteine animali, g",0.0,AA,403010,,
12,"Proteine vegetali, g",0.0,AA,403010,,
13,"Lipidi totali, g",0.0,02,4000,,
14,"Lipidi animali, g",0.0,02,4000,,
15,"Lipidi vegetali, g",0.0,02,4000,,
16,"Colesterolo, mg",0,02,4000,,
17,"Carboidrati disponibili (MSE), g",17.0,02,4000,,
18,"Amido (MSE), g",0.0,87,,,
19,"Carboidrati solubili (MSE), g",17.0,87,,,
20,"Fibra alimentare totale, g",0.0,02,4000,,
21,"Alcol, g",17.5,02,4000,,
22,"Acqua, g",65.5,86,,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",0.0,AA,403010,,
25,"Calcio, mg",0,AA,403010,,
26,"Sodio, mg",0,AA,403010,,
27,"Potassio, mg",0,AA,403010,,
28,"Fosforo, mg",0,AA,403010,,
29,"Zinco, mg",tr,M,231,2,"""White wine"" acqua 86,3, alcol 8,9"
30,"Magnesio, mg",8,M,231,2,
31,"Rame, mg",tr,M,231,2,
32,"Selenio, µg",tr,M,231,2,
33,"Cloro, mg",3,M,231,2,
34,"Iodio, µg",tr,Y,9520,2,"""White wine"" acqua 88, alcol 9,1"
35,"Manganese, mg",0.10,M,231,2,
36,"Zolfo, mg",57,Y,9520,2,
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.00,AA,403010,,
39,"Vitamina B2, Riboflavina, mg",0.00,AA,403010,,
40,"Vitamina C, mg",0,AA,403010,,
41,"Niacina, mg",0.00,AA,403010,,
42,"Vitamina B6, mg",0.01,M,231,2,
43,"Folati totali, µg",tr,M,231,2,
44,"Acido pantotenico, mg",0.06,M,231,2,
45,"Biotina, µg",1.0,M,231,2,
46,"Vitamina B12, µg",tr,M,231,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",0,AA,403010,,
50,"Retinolo, µg",0,AA,403010,,
51,"ß-carotene eq., µg",0,AA,403010,,
52,"Vitamina E (ATE), mg",0.00,X,423,2,"""White wine"" acqua 82, alcol 10"
53,"Vitamina D, µg",0.00,02,4000,,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",0.00,02,4000,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,02,4000,,
57,"Acido laurico, g",0.00,02,4000,,
58,"Acido miristico, g",0.00,02,4000,,
59,"Acido palmitico, g",0.00,02,4000,,
60,"Acido stearico, g",0.00,02,4000,,
61,"Acido arachidico, g",0.00,02,4000,,
62,"Acido beenico, g",0.00,02,4000,,
63,"Acidi grassi monoinsaturi totali, g",0.00,02,4000,,
64,"Acido miristoleico, g",0.00,02,4000,,
65,"Acido palmitoleico, g",0.00,02,4000,,
66,"Acido oleico, g",0.00,02,4000,,
67,"Acidi eicosenoico, g",0.00,02,4000,,
68,"Acido erucico, g",0.00,02,4000,,
69,"Acidi grassi polinsaturi totali, g",0.00,02,4000,,
70,"Acido linoleico, g",0.00,02,4000,,
71,"Acido linolenico, g",0.00,02,4000,,
72,"Acido arachidonico, g",0.00,02,4000,,
73,"Acido eicosapentaenoico (EPA), g",0.00,02,4000,,
74,"Acido decosaesaenoico (DHA), g",0.00,02,4000,,
75,"Altri acidi grassi polinsaturi, g",0.00,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",0,AA,403010,,
78,"Treonina, mg",0,AA,403010,,
79,"Isoleucina, mg",0,AA,403010,,
80,"Leucina, mg",0,AA,403010,,
81,"Lisina, mg",0,AA,403010,,
82,"Metionina, mg",0,AA,403010,,
83,"Cistina, mg",0,AA,403010,,
84,"Fenilalanina, mg",0,AA,403010,,
85,"Tirosina, mg",0,AA,403010,,
86,"Valina, mg",0,AA,403010,,
87,"Arginina, mg",0,AA,403010,,
88,"Istidina, mg",0,AA,403010,,
89,"Alanina, mg",0,AA,403010,,
90,"Acido aspartico, mg",0,AA,403010,,
91,"Acido glutammico, mg",0,AA,403010,,
92,"Glicina, mg",0,AA,403010,,
93,"Prolina, mg",0,AA,403010,,
94,"Serina, mg",0,AA,403010,,
95,ZUCCHERI,,,,,
96,"Glucosio, g",7.4,M,233,3A,"""White, wine, sweet"" acqua 80.6, alcol 10.2, GS 5.9, glucosio=2.6g"
97,"Fruttosio, g",9.5,M,233,3A,Frutt=3.3g
98,"Galattosio, g",0.0,M,233,3A,
99,"Saccarosio (MSE), g",0.2,M,233,3A,Sacc=0.1g
100,"Maltosio (MSE), g",0.0,M,233,3A,
101,"Lattosio (MSE), g",0.0,M,233,3A,
