Valori nutrizionali,per porzione,% RDA
Valore calorico,269 kcal 1.128 kJ,"13,5 %"
Grassi,"10,1 g","15,5 %"
Grassi saturi,"3,7 g","16,6 %"
Carboidrati,"36,8 g","13,7 %"
Zuccheri,"11,5 g","23,0 %"
Proteine,"5,6 g","7,7 %"
Sale,"0,1 g","2,3 %"
Fibre alimentari,"4,5 g","1,5 %"
