,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,75.5,
3,Proteine (g):,16.8,
4,Lipidi(g):,6,
5,Colesterolo (mg):,150,
6,Carboidrati disponibili (g):,0.5,
7,Amido (g):,0,
8,Zuccheri solubili (g):,0.5,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,123,
14,Energia (kJ):,515,
15,Sodio (mg):,95,
16,Potassio (mg):,320,
17,Ferro (mg):,4.6,
18,Calcio (mg):,9,
19,Fosforo (mg):,203,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.58,
25,Riboflavina (mg):,0.89,
26,Niacina (mg):,8.2,
27,Vitamina A retinolo eq. (µg):,3,
28,Vitamina C (mg):,6,
29,Vitamina E (mg):,,
