Minerali,per porzione,% RDA
Calcio,"43,0 mg","4,3 %"
Rame,"0,1 mg","11,9 %"
Ferro,"1,7 mg","11,6 %"
Magnesio,"35,0 mg","11,7 %"
Manganese,"0,2 mg","11,0 %"
Fosforo,"83,0 mg","11,9 %"
Potassio,"109,0 mg","5,5 %"
Selenio,"< 0,1 mg","12,0 %"
Zinco,"0,6 mg","8,3 %"
