,0,1,2
0,Composizione chimica,valore per 100g,g/100g Proteine
1,Proteine (%):,"20,90%",
2,Acido aspartico,2019g,9.65
3,Acido glutamico,3301g,15.78
4,Alanina,1464g,7
5,Aminoacido limitante,0g,ND
6,Arginina,1320g,6.31
7,Cistina,251g,1.20
8,Fenilalanina,812g,3.88
9,Glicina,1228g,5.87
10,Indice chimico,85g,ND
11,Isoleucina,1077g,5.15
12,Istidina,686g,3.28
13,Leucina,1715g,8.20
14,Lisina,1732g,8.28
15,Metionina,529g,2.53
16,Prolina,927g,4.43
17,Serina,877g,4.19
18,Tirosina,669g,3.20
19,Treonina,906g,4.33
20,Triptofano,197g,0.94
21,Valina,1174g,5.61
