,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,2.4,
3,Proteine (g):,7.8,
4,Lipidi(g):,14.3,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,70.8,
7,Amido (g):,38.2,
8,Zuccheri solubili (g):,28.8,
9,Fibra totale (g):,6,
10,Fibra solubile (g):,0.94,
11,Fibra insolubile (g):,5.07,
12,Alcol (g):,0,
13,Energia (kcal):,425,
14,Energia (kJ):,1780,
15,Sodio (mg):,225,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,164,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,0.47,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
