,0,1,2,3
1,Proteine(%): 27.9,,,
2,Lisina:,2584,9.26,
3,Istidina:,968,3.47,
4,Arginina:,1920,6.88,
5,Acido aspartico:,2662,9.54,
6,Treonina:,1362,4.88,
7,Serina:,1242,4.45,
8,Acido glutamico:,3959,14.19,
9,Prolina:,1149,4.12,
10,Glicina:,1295,4.64,
11,Alanina:,1654,5.93,
12,Cistina:,357,1.28,
13,Valina:,1532,5.49,
14,Metionina:,882,3.16,
15,Isoleucina:,1395,5,
16,Leucina:,2355,8.44,
17,Tirosina:,996,3.57,
18,Fenilalanina:,1191,4.27,
19,Triptofano:,312,1.12,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
