,0,1,2
1,Parte edibile (%):,82,
2,Acqua (g):,92.3,
3,Proteine (g):,0.9,
4,Lipidi(g):,0.3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,4.2,
7,Amido (g):,0,
8,Zuccheri solubili (g):,4.2,
9,Fibra totale (g):,1.9,
10,Fibra solubile (g):,0.43,
11,Fibra insolubile (g):,1.47,
12,Alcol (g):,0,
13,Energia (kcal):,22,
14,Energia (kJ):,92,
15,Sodio (mg):,2,
16,Potassio (mg):,210,
17,Ferro (mg):,0.7,
18,Calcio (mg):,17,
19,Fosforo (mg):,28,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.05,
25,Riboflavina (mg):,0.07,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,139,
28,Vitamina C (mg):,151,
29,Vitamina E (mg):,,
