,0,1,2,3
1,Proteine(%): 0.9,,,
2,Lisina:,46,5.12,
3,Istidina:,12,1.38,
4,Arginina:,30,3.33,
5,Acido aspartico:,189,21.2,
6,Treonina:,33,3.74,
7,Serina:,44,4.89,
8,Acido glutamico:,148,16.6,
9,Prolina:,33,3.67,
10,Glicina:,31,3.43,
11,Alanina:,29,3.21,
12,Cistina:,25,2.83,
13,Valina:,32,3.6,
14,Metionina:,9,1.02,
15,Isoleucina:,23,2.62,
16,Leucina:,38,4.29,
17,Tirosina:,15,1.67,
18,Fenilalanina:,26,2.96,
19,Triptofano:,7,0.78,
20,Indice Chimico:,71,,
21,Aminoacido limitante:,Trip.,,
