Minerali,per porzione,% RDA
Calcio,"24,6 mg","2,5 %"
Rame,"< 0,1 mg","4,3 %"
Ferro,"0,7 mg","4,5 %"
Magnesio,"30,2 mg","10,1 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"218,4 mg","31,2 %"
Potassio,"426,7 mg","21,3 %"
Selenio,"< 0,1 mg","136,3 %"
Zinco,"0,8 mg","11,5 %"
