,0,1,2,3,4,5
1,"Categoria merceologica: 10080 - carne di ovino (pecora, agnello, capra)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,AO,104030,,
6,"Energia, ricalcolata, kJ",433,86,,,
7,"Energia, Ric con fibra, kJ",432,86,,,
8,"Energia, ricalcolata, kcal",102,86,,,
9,"Energia, Ric con fibra, kcal",102,86,,,
10,"Proteine totali, g",200,AO,104030,,
11,"Proteine animali, g",200,AO,104030,,
12,"Proteine vegetali, g",00,AO,104030,,
13,"Lipidi totali, g",25,AO,104030,,
14,"Lipidi animali, g",25,AO,104030,,
15,"Lipidi vegetali, g",00,AO,104030,,
16,"Colesterolo, mg",71,AO,104030,,
17,"Carboidrati disponibili (MSE), g",00,AO,104030,,
18,"Amido (MSE), g",00,AO,104030,,
19,"Carboidrati solubili (MSE), g",00,AO,104030,,
20,"Fibra alimentare totale, g",00,AO,104030,,
21,"Alcol, g",00,AO,104030,,
22,"Acqua, g",769,AO,104030,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",20,AO,104030,,
25,"Calcio, mg",10,AO,104030,,
26,"Sodio, mg",68,AO,104030,,
27,"Potassio, mg",338,AO,104030,,
28,"Fosforo, mg",213,AO,104030,,
29,"Zinco, mg",331,AO,104030,,
30,"Magnesio, mg",20,AO,104030,,
31,"Rame, mg",019,AO,104030,,
32,"Selenio, µg",180,AO,104030,,
33,"Cloro, mg",74,T,96,2,"""lamb, average, trimmed lean"" acqua 70.6, prot 20.2, lip 8.3"
34,"Iodio, µg",6,T,96,2,
35,"Manganese, mg",001,T,96,2,
36,"Zolfo, mg",210,Y,6400,2,"""Lamb, leg"" acqua 73, prot 19.8, lip 5.9"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",016,AO,104033,,
39,"Vitamina B2, Riboflavina, mg",020,AO,104033,,
40,"Vitamina C, mg",0,AO,104033,,
41,"Niacina, mg",541,AO,104033,,
42,"Vitamina B6, mg",030,AO,104033,,
43,"Folati totali, µg",6,T,96,2,
44,"Acido pantotenico, mg",092,T,96,2,
45,"Biotina, µg",20,T,96,2,
46,"Vitamina B12, µg",20,T,96,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",tr,AO,104033,,
50,"Retinolo, µg",tr,AO,104033,,
51,"ß-carotene eq., µg",tr,AO,104033,,
52,"Vitamina E (ATE), mg",009,T,96,2,
53,"Vitamina D, µg",040,T,96,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",101,AO,104030,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",001,AO,104030,,
57,"Acido laurico, g",001,AO,104030,,
58,"Acido miristico, g",008,AO,104030,,
59,"Acido palmitico, g",054,AO,104030,,
60,"Acido stearico, g",031,AO,104030,,
61,"Acido arachidico, g",000,AO,104030,,
62,"Acido beenico, g",000,AO,104030,,
63,"Acidi grassi monoinsaturi totali, g",086,AO,104030,,
64,"Acido miristoleico, g",000,AO,104030,,
65,"Acido palmitoleico, g",004,AO,104030,,
66,"Acido oleico, g",081,AO,104030,,
67,"Acidi eicosenoico, g",000,AO,104030,,
68,"Acido erucico, g",000,AO,104030,,
69,"Acidi grassi polinsaturi totali, g",035,AO,104030,,
70,"Acido linoleico, g",024,AO,104030,,
71,"Acido linolenico, g",001,AO,104030,,
72,"Acido arachidonico, g",009,AO,104030,,
73,"Acido eicosapentaenoico (EPA), g",000,AO,104030,,
74,"Acido decosaesaenoico (DHA), g",000,AO,104030,,
75,"Altri acidi grassi polinsaturi, g",001,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",254,AO,104020,3A,"""Agnello, crudo"" prot 20"
78,"Treonina, mg",938,AO,104020,,
79,"Isoleucina, mg",1038,AO,104020,,
80,"Leucina, mg",1532,AO,104020,,
81,"Lisina, mg",1622,AO,104020,,
82,"Metionina, mg",478,AO,104020,,
83,"Cistina, mg",260,AO,104020,,
84,"Fenilalanina, mg",794,AO,104020,,
85,"Tirosina, mg",654,AO,104020,,
86,"Valina, mg",1000,AO,104020,,
87,"Arginina, mg",1346,AO,104020,,
88,"Istidina, mg",542,AO,104020,,
89,"Alanina, mg",1280,AO,104020,,
90,"Acido aspartico, mg",1686,AO,104020,,
91,"Acido glutammico, mg",2770,AO,104020,,
92,"Glicina, mg",1200,AO,104020,,
93,"Prolina, mg",998,AO,104020,,
94,"Serina, mg",846,AO,104020,,
95,ZUCCHERI,,,,,
96,"Glucosio, g",00,AO,104030,,
97,"Fruttosio, g",00,AO,104030,,
98,"Galattosio, g",00,AO,104030,,
99,"Saccarosio (MSE), g",00,AO,104030,,
100,"Maltosio (MSE), g",00,AO,104030,,
101,"Lattosio (MSE), g",00,AO,104030,,
