,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,90%,-
2,Acqua,"61,50g",-
3,Carboidrati disponibili,"0,10g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"0,10g",-
6,Proteine,"21,50g",-
7,Grassi (Lipidi),"8,10g",-
8,Saturi totali,"3,35g",-
9,Monoinsaturi totali,"1,51g",-
10,Polinsaturi totali,"3,20g",-
11,Colesterolo,70mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,43mg,2.87% RDA
17,Potassio,ND,-
18,Ferro,"1,30mg",16.25% RDA
19,Calcio,38mg,3.80% RDA
20,Fosforo,264mg,37.71% RDA
21,Magnesio,26mg,6.19% RDA
22,Zinco,ND,-
23,Rame,ND,-
24,Selenio,112µg,100% RDA
25,Tiamina (Vit. B1),"0,20mg",16.67% RDA
26,Riboflavina (Vit. B2),"0,12mg",9.23% RDA
27,Niacina (Vit. B3 o PP),"8,50mg",53.13% RDA
28,Vitamina A retinolo eq.,450µg,50% RDA
29,Vitamina C,Tracce,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
