Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Fruit juices and nectars,Succo e nettare,Fruit-based beverages,Plant-based beverages,Non-Alcoholic beverages,Bevande,Cibi e bevande a base vegetale
Grassi,0 g,"-100%0,026 g","-100%0,03 g","-100%0,042 g","-100%0,874 g","-100%0,604 g","-100%0,527 g","-100%9,61 g"
- Acidi Grassi saturi,0 g,"-100%0,005 g","-100%0,005 g","-100%0,008 g","-100%0,135 g","-100%0,133 g","-100%0,118 g","-100%2,12 g"
Carboidrati,9 g,"-24%11,9 g",-25%12 g,"-24%11,9 g","-3%9,27 g","+8%8,35 g","-0%9,03 g","-79%43,9 g"
- Zuccheri,9 g,"-20%11,2 g","-20%11,2 g","-20%11,2 g","+11%8,14 g","+20%7,52 g","+12%8,07 g","+2%8,81 g"
Fibra alimentare,"0,6 g","-20%0,752 g","-21%0,755 g","-20%0,748 g","+1%0,597 g","+50%0,4 g","+30%0,46 g","-85%4,06 g"
Proteine,"0,7 g","+128%0,307 g","+141%0,291 g","+165%0,264 g","-16%0,838 g","-8%0,761 g","-6%0,745 g",-90%7 g
Sale,0 g,"-100%0,007 g","-100%0,007 g","-100%0,006 g","-100%0,05 g","-100%0,177 g","-100%0,136 g","-100%0,533 g"
Sodio,0 g,"-100%0,003 g","-100%0,003 g","-100%0,002 g","-100%0,02 g","-100%0,07 g","-100%0,054 g","-100%0,21 g"
Nutrition score - France,2,"-79%9,42","-80%9,8","-81%10,5","-65%5,75","-68%6,33","-71%6,99","-48%3,87"
Nutri-Score,C,E,E,E,D,D,D,C
