Minerali,per porzione,% RDA
Calcio,"10,9 mg","1,1 %"
Rame,"< 0,1 mg","4,9 %"
Ferro,"0,2 mg","1,5 %"
Magnesio,"9,1 mg","3,0 %"
Manganese,"< 0,1 mg","3,2 %"
Fosforo,"20,0 mg","2,9 %"
Potassio,"194,7 mg","9,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"< 0,1 mg","1,0 %"
