,0,1,2,3,4,5
1,"Categoria merceologica: 14004 - caramelle, liquirizia, confetti",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,2004,,
6,"Energia, ricalcolata, kJ",1810,86,,,
7,"Energia, Ric con fibra, kJ",1810,86,,,
8,"Energia, ricalcolata, kcal",430,86,,,
9,"Energia, Ric con fibra, kcal",430,86,,,
10,"Proteine totali, g",21,02,2004,,
11,"Proteine animali, g",21,72,2004,,STIMA INN
12,"Proteine vegetali, g",00,72,2004,,
13,"Lipidi totali, g",172,02,2004,,
14,"Lipidi animali, g",172,72,2004,,STIMA INN
15,"Lipidi vegetali, g",00,72,2004,,
16,"Colesterolo, mg",17,M,120,,
17,"Carboidrati disponibili (MSE), g",711,02,2004,,
18,"Amido (MSE), g",11,D,,,
19,"Carboidrati solubili (MSE), g",700,02,2004,,
20,"Fibra alimentare totale, g",00,02,2004,,
21,"Alcol, g",00,02,2004,,
22,"Acqua, g",48,02,2004,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",15,02,2004,,
25,"Calcio, mg",95,02,2004,,
26,"Sodio, mg",320,02,2004,,
27,"Potassio, mg",210,02,2004,,
28,"Fosforo, mg",64,02,2004,,
29,"Zinco, mg",030,M,120,,"per i nutrienti M/120 riferito a Toffees, mixed acqua=2.4g, prot=2.2g, lip=18.6g non RIPR"
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",000,02,2004,,
32,"Vitamina B2, Riboflavina, mg",000,02,2004,,
33,"Vitamina C, mg",0,02,2004,,
34,"Niacina, mg",000,02,2004,,
35,"Vitamina B6, mg",000,M,120,,
36,"Folati totali, µg",0,M,120,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",0,02,2004,,
40,"Retinolo, µg",0,02,2004,,
41,"ß-carotene eq., µg",0,02,2004,,
42,"Vitamina E (ATE), mg",000,85,,,"assimilato alle altre vitamine, tutte pari a zero"
43,"Vitamina D, µg",000,M,120,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",1071,29,19383,,"RIPR riferito a Candies, toffee, prepared from recipe. lip=32.8g saturi=20.42g 18:1=8.25g mono=9.47g 18:2=0.74g 18:3=0.48g altri PUFA=0 PUFA=1.22g"
46,"Acidi grassi monoinsaturi totali, g",497,29,19383,,
47,"Acido oleico, g",433,29,19383,,
48,"Acidi grassi polinsaturi totali, g",064,29,19383,,
49,"Acido linoleico, g",039,29,19383,,
50,"Acido linolenico, g",025,29,19383,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
