Valori nutrizionali,per porzione,% RDA
Valore calorico,210 kcal 879 kJ,"10,5 %"
Grassi,"9,8 g","15,0 %"
Grassi saturi,"3,2 g","14,5 %"
Carboidrati,"21,0 g","7,8 %"
Proteine,"8,0 g","10,9 %"
Sale,"0,2 g","3,0 %"
