,0,1,2,3,4,5
1,Categoria merceologica: 4001 - frutta fresca e bacche,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,412,,
6,"Energia, ricalcolata, kJ",143,86,,,
7,"Energia, Ric con fibra, kJ",202,86,,,
8,"Energia, ricalcolata, kcal",34,86,,,
9,"Energia, Ric con fibra, kcal",49,86,,,
10,"Proteine totali, g",1.0,02,412,,
11,"Proteine animali, g",0.0,LZ,,,
12,"Proteine vegetali, g",1.0,02,412,,
13,"Lipidi totali, g",0.6,02,412,,
14,"Lipidi animali, g",0.0,LZ,,,
15,"Lipidi vegetali, g",0.6,02,412,,
16,"Colesterolo, mg",0,LZ,,,
17,"Carboidrati disponibili (MSE), g",6.5,02,412,,
18,"Amido (MSE), g",0.0,02,412,,
19,"Carboidrati solubili (MSE), g",6.5,02,412,,
20,"Fibra alimentare totale, g",7.4,02,412,,
21,"Alcol, g",0.0,LZ,,,
22,"Acqua, g",84.6,02,412,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",1.0,02,412,,
25,"Calcio, mg",49,02,412,,
26,"Sodio, mg",3,02,412,,
27,"Potassio, mg",220,02,412,,
28,"Fosforo, mg",52,02,412,,
29,"Zinco, mg",0.30,L,244,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
30,"Magnesio, mg",19,BF,994,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
31,"Rame, mg",0.21,03,6212,6,"""Lamponi"" WATER 85g, PROT 1g, FAT 0.6g, CHO 5.6g, SUGAR 5.6g"
32,"Selenio, µg",0.2,DI,09302,6,"""Raspberries, raw"" WATER 85.75g, PROT 1.2g, FAT 0.65g, CHO 11.94g, SUGAR 4.42g"
33,"Cloro, mg",22,BF,994,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
34,"Iodio, µg",tr,Y,3480,2,"""Raspberry (Rubus idaeus)"" WATER 87g, PROT 0.9g, FAT 0.55g, CHO 4.1g, I < 1mcg"
35,"Manganese, mg",0.40,BF,994,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
36,"Zolfo, mg",17,L,244,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.05,02,412,,
39,"Vitamina B2, Riboflavina, mg",0.02,02,412,,
40,"Vitamina C, mg",25,02,412,,
41,"Niacina, mg",0.50,02,412,,
42,"Vitamina B6, mg",0.06,L,244,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
43,"Folati totali, µg",33,L,244,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
44,"Acido pantotenico, mg",0.24,BF,994,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
45,"Biotina, µg",1.9,BF,994,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
46,"Vitamina B12, µg",0.0,LZ,,,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",13,02,412,,
50,"Retinolo, µg",0,LZ,,,
51,"ß-carotene eq., µg",78,02,412,3B,
52,"Vitamina E (ATE), mg",0.48,L,244,2,"""Raspberries, raw"" WATER 87g, PROT 1.4g, FAT 0.3g, CHO 4.6g, SUGAR 4.6g"
53,"Vitamina D, µg",0.00,LZ,,,
54,"Vitamina K, µg",7.80,DI,09302,6,"""Raspberries, raw"" WATER 85.75g, PROT 1.2g, FAT 0.65g, CHO 11.94g, SUGAR 4.42g"
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",0.02,DI,09302,3B,"Raspberries, Raw WATER 85.75g, PROT 1.2g, FAT 0.65g, CHO 5.44g, SUGAR 4.42g, FASAT 0.019g"
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85.75g, PROT 1.2g, FAT 0.65g, CHO 5.44g, SUGAR 4.42g, F4-10:0 0g"
58,"Acido laurico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F12:0 0g"
59,"Acido miristico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F14:0 0g"
60,"Acido palmitico, g",0.02,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F16:0 0,016g"
61,"Acido stearico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F18:0 0,004g"
62,"Acido arachidico, g",0.00,87,,,
63,"Acido beenico, g",0.00,87,,,
64,"Acidi grassi monoinsaturi totali, g",0.06,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, FAMS 0,064g"
65,"Acido miristoleico, g",0.00,87,,,
66,"Acido palmitoleico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F16:1CN7 0g"
67,"Acido oleico, g",0.05,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F18:1 0,059g"
68,"Acidi eicosenoico, g",0.01,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F20:1 0,005g"
69,"Acido erucico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F22:1CN9 0g"
70,"Acidi grassi polinsaturi totali, g",0.35,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, FAPU 0,375g"
71,"Acido linoleico, g",0.23,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F18:2 0,249g"
72,"Acido linolenico, g",0.12,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F18:3 0,126g"
73,"Acido arachidonico, g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F20:4N6 0g"
74,"Acido eicosapentaenoico (EPA), g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F20:5N3 0g"
75,"Acido decosaesaenoico (DHA), g",0.00,DI,09302,3B,"Raspberries, Raw WATER 85,75g, PROT 1,2g, FAT 0,65g, CHO 5,44g, SUGAR 4,42g, F22:6 0g"
76,"Altri acidi grassi polinsaturi, g",0.00,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",12,DI,09316,3A,"Strawberries, Raw WATER 90.95g, PROT 0.67g, FAT 0.3g, CHO 5.68g, SUGAR 4.89g, STARCH 0.04g, TRP 0.008g"
79,"Treonina, mg",30,DI,09316,3A,"Strawberries, Raw WATER 90.95g, PROT 0.67g, FAT 0.3g, CHO 5.68g, SUGAR 4.89g, STARCH 0.04g, THR 0.02g"
80,"Isoleucina, mg",24,DI,09316,3A,"Strawberries, Raw WATER 90.95g, PROT 0.67g, FAT 0.3g, CHO 5.68g, SUGAR 4.89g, STARCH 0.04g, ILE 0.016g"
