Valori nutrizionali,per porzione,% RDA
Valore calorico,81 kcal 339 kJ,"4,1 %"
Grassi,"0,4 g","0,6 %"
Grassi saturi,"< 0,1 g","0,3 %"
Grassi monoinsaturi,"< 0,1 g","0,1 %"
Grassi polinsaturi,"0,2 g","1,1 %"
Carboidrati,"15,5 g","5,8 %"
Zuccheri,"6,8 g","13,6 %"
Proteine,"4,6 g","6,3 %"
Fibre alimentari,"4,0 g","1,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"158,7 g","7,9 %"
