,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,%,-
2,Acqua,,-
3,Carboidrati disponibili,0,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"20,50g",-
7,Grassi (Lipidi),7g,-
8,Saturi totali,"2,20g",-
9,Monoinsaturi totali,"2,27g",-
10,Polinsaturi totali,"1,55g",-
11,Colesterolo,59mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,43mg,2.87% RDA
17,Potassio,291mg,6.19% RDA
18,Ferro,"1,30mg",16.25% RDA
19,Calcio,10mg,1% RDA
20,Fosforo,180mg,25.71% RDA
21,Magnesio,17mg,4.05% RDA
22,Zinco,"4,47mg",40.64% RDA
23,Rame,"0,05mg",5% RDA
24,Selenio,ND,-
25,Tiamina (Vit. B1),"0,10mg",8.33% RDA
26,Riboflavina (Vit. B2),"0,15mg",11.54% RDA
27,Niacina (Vit. B3 o PP),"4,80mg",30% RDA
28,Vitamina A retinolo eq.,Tracce,0% RDA
29,Vitamina C,0mg,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
