Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Fruits based foods,Desserts,Fruits and vegetables based foods,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"0,2 g","-62%0,528 g","-98%10,5 g","-89%1,84 g","-98%10,7 g","-98%9,61 g"
- Acidi Grassi saturi,0 g,"-100%0,069 g","-100%6,74 g","-100%0,234 g","-100%2,35 g","-100%2,11 g"
Carboidrati,"9,7 g","-77%41,3 g","-67%29,6 g","-67%29,5 g","-80%47,6 g","-78%43,9 g"
- Zuccheri,"8,7 g","-77%37,4 g","-61%22,2 g","-67%26,6 g","+2%8,57 g","-1%8,8 g"
Proteine,"0,4 g","-65%1,14 g","-89%3,66 g","-83%2,34 g","-95%7,75 g","-94%6,98 g"
Sale,"0,01 g","-47%0,019 g","-93%0,135 g","-96%0,271 g","-98%0,594 g","-98%0,534 g"
Sodio,"0,004 g","-47%0,007 g","-93%0,053 g","-96%0,107 g","-98%0,234 g","-98%0,21 g"
Nutrition score - France,-4,"-182%4,88","-135%11,4","-308%1,92","-229%3,1","-203%3,88"
Nutri-Score,A,C,D,B,C,C
