,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,52%,-
2,Acqua,"50,90g",-
3,Carboidrati disponibili,"9,40g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"9,40g",-
6,Proteine,"3,50g",-
7,Grassi (Lipidi),35g,-
8,Saturi totali,"30,93g",-
9,Monoinsaturi totali,"2,38g",-
10,Polinsaturi totali,"0,61g",-
11,Colesterolo,0,-
12,Fibra totale,,-
13,Fibra solubile,,-
14,Fibra insolubile,,-
15,Alcol (g),0,-
16,Sodio,23mg,1.53% RDA
17,Potassio,256mg,5.45% RDA
18,Ferro,"1,70mg",21.25% RDA
19,Calcio,13mg,1.30% RDA
20,Fosforo,95mg,13.57% RDA
21,Magnesio,46mg,10.95% RDA
22,Zinco,"0,50mg",4.55% RDA
23,Rame,"0,32mg",32% RDA
24,Selenio,"0,80µg",1.45% RDA
25,Tiamina (Vit. B1),"0,05mg",4.17% RDA
26,Riboflavina (Vit. B2),"0,02mg",1.54% RDA
27,Niacina (Vit. B3 o PP),"0,50mg",3.13% RDA
28,Vitamina A retinolo eq.,0µg,0% RDA
29,Vitamina C,3mg,3.33% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
