Minerali,per porzione,% RDA
Calcio,"474,0 mg","47,4 %"
Rame,"1,2 mg","117,2 %"
Ferro,"12,6 mg","83,9 %"
Magnesio,"716,0 mg","238,7 %"
Manganese,"2,1 mg","106,5 %"
Fosforo,"1.587,0 mg","226,7 %"
Potassio,"1.761,0 mg","88,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"11,6 mg","165,9 %"
