Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,"Come vendutoper porzione (53,8 g)",Gelato,Gelato e Sorbetto,Frozen desserts,Desserts,Frozen foods
Grassi,17 g,"9,15 g",+13%15 g,"+27%13,4 g","+33%12,8 g","+62%10,5 g","+65%10,3 g"
- Acidi Grassi saturi,12 g,"6,46 g","+15%10,4 g","+32%9,07 g","+38%8,67 g","+78%6,74 g","+119%5,48 g"
Carboidrati,27 g,"14,5 g","-13%31,1 g","-15%31,6 g","-17%32,5 g","-9%29,6 g","-5%28,4 g"
- Zuccheri,24 g,"12,9 g","-5%25,3 g","-2%24,6 g",-4%25 g,"+8%22,2 g","+131%10,4 g"
Proteine,4 g,"2,15 g","-1%4,04 g","+4%3,83 g","+6%3,76 g","+9%3,66 g","-48%7,65 g"
Sale,"0,23 g","0,124 g","+38%0,167 g","+41%0,163 g","+44%0,16 g","+70%0,135 g","-72%0,814 g"
Sodio,"0,091 g","0,049 g","+38%0,066 g","+41%0,064 g","+44%0,063 g","+70%0,053 g","-72%0,32 g"
Nutrition score - France,19,19,"+15%16,5",+27%15,"+29%14,7","+67%11,4","+99%9,54"
Nutri-Score,E,E,D,D,D,D,C
