Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Spreadable fats,Animal fats,Milkfat,Butters,Fats,Spreads,Latticini
Grassi,83 g,"+4%79,9 g","+4%79,9 g","+4%79,9 g","+4%79,9 g","-4%86,7 g","+205%27,2 g","+439%15,4 g"
- Acidi Grassi saturi,59 g,"+15%51,3 g","+15%51,3 g","+15%51,3 g","+15%51,3 g",+90%31 g,+392%12 g,"+514%9,61 g"
Carboidrati,"0,5 g","-53%1,07 g","-53%1,07 g","-53%1,07 g","-53%1,07 g","+2%0,492 g","-99%44,9 g","-92%6,1 g"
- Zuccheri,"0,5 g","-29%0,708 g","-29%0,708 g","-29%0,708 g","-29%0,708 g","+53%0,327 g","-99%44,3 g","-91%5,42 g"
Proteine,"0,6 g","-78%2,75 g","-78%2,75 g","-78%2,75 g","-78%2,75 g","-53%1,27 g","-83%3,55 g","-92%7,89 g"
Sale,"0,01 g","-90%0,097 g","-90%0,097 g","-90%0,097 g","-90%0,097 g","-79%0,048 g","-94%0,172 g","-98%0,405 g"
Sodio,"0,004 g","-90%0,038 g","-90%0,038 g","-90%0,038 g","-90%0,038 g","-79%0,019 g","-94%0,068 g","-98%0,159 g"
Nutrition score - France,20,"+14%17,5","+14%17,5","+14%17,5","+14%17,5","+42%14,1",+25%16,"+241%5,86"
Nutri-Score,E,D,D,D,D,D,D,C
