Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Legumes and their products,Sugared beverages,Plant milks,Milk substitute,Plant-based beverages,Bevande,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"1,9 g","-67%5,79 g","+220%0,593 g","+6%1,8 g","+7%1,78 g","+117%0,874 g","+261%0,527 g","-82%10,7 g","-80%9,61 g"
- Acidi Grassi saturi,"0,3 g","-65%0,853 g","+114%0,14 g","+8%0,278 g","+11%0,271 g","+122%0,135 g","+154%0,118 g","-87%2,36 g","-86%2,12 g"
Carboidrati,"5,7 g","-61%14,5 g",-62%15 g,"-16%6,81 g","-18%6,95 g","-39%9,27 g","-37%9,03 g","-88%47,6 g","-87%43,9 g"
- Zuccheri,"5,7 g","+68%3,39 g","-57%13,2 g","+9%5,24 g","+9%5,25 g","-30%8,14 g","-29%8,07 g","-34%8,59 g","-35%8,81 g"
- Lattosio,0 g,?,?,?,?,?,?,?,?
Fibra alimentare,"0,6 g",?,?,?,"+33%0,45 g","+1%0,597 g","+30%0,46 g","-86%4,38 g","-85%4,06 g"
Proteine,"3,3 g","-65%9,3 g","+168%1,23 g","+120%1,5 g","+124%1,47 g","+294%0,838 g","+343%0,745 g","-57%7,76 g",-53%7 g
Sale,"0,13 g","-26%0,176 g","+121%0,059 g","+33%0,098 g","+34%0,097 g","+159%0,05 g","-4%0,136 g","-78%0,593 g","-76%0,533 g"
Sodio,"0,051 g","-26%0,069 g","+121%0,023 g","+33%0,038 g","+34%0,038 g","+159%0,02 g","-4%0,054 g","-78%0,233 g","-76%0,21 g"
Nutrition score - France,-1,-0933,"-109%11,5","-412%0,32","-389%0,346","-117%5,75","-114%6,99","-132%3,08","-126%3,87"
Nutri-Score,A,B,D,B,B,C,C,C,C
