Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,2 mg","20,9 %"
Vitamina B11,"0,1 mg","33,2 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,1 mg","7,8 %"
Vitamina B3,"1,0 mg","6,0 %"
Vitamina B5,"0,4 mg","6,5 %"
Vitamina B6,"0,2 mg","13,3 %"
Vitamina C,"2,1 mg","2,7 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
