,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,25g,-
3,Carboidrati disponibili,"68,30g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"68,30g",-
6,Proteine,"3,10g",-
7,Grassi (Lipidi),"0,70g",-
8,Saturi totali,,-
9,Monoinsaturi totali,,-
10,Polinsaturi totali,,-
11,Colesterolo,0,-
12,Fibra totale,"2,80g",-
13,Fibra solubile,,-
14,Fibra insolubile,,-
15,Alcol (g),0,-
16,Sodio,16mg,1.07% RDA
17,Potassio,950mg,20.21% RDA
18,Ferro,6mg,75% RDA
19,Calcio,48mg,4.80% RDA
20,Fosforo,117mg,16.71% RDA
21,Magnesio,ND,-
22,Zinco,ND,-
23,Rame,ND,-
24,Selenio,ND,-
25,Tiamina (Vit. B1),"0,01mg",0.83% RDA
26,Riboflavina (Vit. B2),"0,19mg",14.62% RDA
27,Niacina (Vit. B3 o PP),"5,30mg",33.13% RDA
28,Vitamina A retinolo eq.,390µg,43.33% RDA
29,Vitamina C,18mg,20% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
