Valori nutrizionali,per porzione,% RDA
Valore calorico,181 kcal 760 kJ,"9,1 %"
Grassi,"12,0 g","18,5 %"
Grassi saturi,"4,0 g","18,3 %"
Grassi monoinsaturi,"6,0 g","20,8 %"
Grassi polinsaturi,"0,7 g","4,7 %"
Carboidrati,"6,8 g","2,5 %"
Zuccheri,"1,6 g","3,2 %"
Proteine,"11,4 g","15,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"100,8 mg","336,0 %"
Sodio,"0,9 g","0,2 %"
Acqua,"50,8 g","2,5 %"
