Minerali,per porzione,% RDA
Calcio,"88,4 mg","8,8 %"
Rame,"0,4 mg","36,9 %"
Ferro,"4,0 mg","26,9 %"
Magnesio,"83,2 mg","27,7 %"
Manganese,"0,5 mg","26,0 %"
Fosforo,"223,6 mg","31,9 %"
Potassio,"676,0 mg","33,8 %"
Selenio,"< 0,1 mg","26,9 %"
Zinco,"2,2 mg","31,2 %"
