Minerali,per porzione,% RDA
Calcio,"23,8 mg","2,4 %"
Rame,"1,1 mg","106,8 %"
Ferro,"8,3 mg","55,2 %"
Magnesio,"36,4 mg","12,1 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"464,8 mg","66,4 %"
Potassio,"358,4 mg","17,9 %"
Selenio,"< 0,1 mg","93,8 %"
Zinco,"5,4 mg","76,6 %"
