,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"50,20g",-
3,Carboidrati disponibili,"0,20g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"25,70g",-
7,Grassi (Lipidi),"18,60g",-
8,Saturi totali,"6,47g",-
9,Monoinsaturi totali,"8,58g",-
10,Polinsaturi totali,"2,69g",-
11,Colesterolo,83mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"4,50mg",0.30% RDA
17,Potassio,581mg,12.36% RDA
18,Ferro,"0,92mg",11.50% RDA
19,Calcio,9mg,0.90% RDA
20,Fosforo,184mg,26.29% RDA
21,Magnesio,20mg,4.76% RDA
22,Zinco,"2,38mg",21.64% RDA
23,Rame,"0,04mg",4% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,68mg",56.67% RDA
26,Riboflavina (Vit. B2),"0,20mg",15.38% RDA
27,Niacina (Vit. B3 o PP),"5,13mg",32.06% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,13mg",0.87% RDA
31,Vitamina B6,"1,04mg",80% RDA
32,Vitamina B12,"0,47µg",19.58% RDA
33,Manganese,"0,01mg",0.43% RDA
