Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"3,4 g","+26%2,69 g","-71%11,9 g","-71%11,9 g","-78%15,4 g"
- Acidi Grassi saturi,"2,5 g","+43%1,75 g","-68%7,9 g","-68%7,9 g","-74%9,61 g"
Carboidrati,"15,1 g","+23%12,3 g","+111%7,16 g","+111%7,16 g","+148%6,1 g"
- Zuccheri,"13,5 g","+18%11,4 g","+119%6,16 g","+119%6,16 g","+149%5,42 g"
Proteine,"3,1 g","-20%3,88 g",-69%10 g,-69%10 g,"-61%7,89 g"
Sale,"0,1 g","-12%0,113 g","-81%0,529 g","-81%0,529 g","-75%0,405 g"
Sodio,"0,039 g","-12%0,044 g","-81%0,208 g","-81%0,208 g","-75%0,159 g"
Nutrition score - France,4,"+90%2,11","-37%6,32","-37%6,32","-32%5,86"
Nutri-Score,C,C,C,C,C
