Minerali,per porzione,% RDA
Calcio,"216,0 mg","21,6 %"
Rame,"0,5 mg","54,8 %"
Ferro,"3,6 mg","24,0 %"
Magnesio,"84,0 mg","28,0 %"
Manganese,"0,9 mg","44,2 %"
Fosforo,"200,0 mg","28,6 %"
Potassio,"1.416,0 mg","70,8 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,0 mg","14,3 %"
