,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,10.5,
3,Proteine (g):,23.6,
4,Lipidi(g):,2,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,47.5,
7,Amido (g):,40,
8,Zuccheri solubili (g):,3.5,
9,Fibra totale (g):,17.5,
10,Fibra solubile (g):,2.34,
11,Fibra insolubile (g):,15.14,
12,Alcol (g):,0,
13,Energia (kcal):,291,
14,Energia (kJ):,1216,
15,Sodio (mg):,4,
16,Potassio (mg):,1445,
17,Ferro (mg):,8,
18,Calcio (mg):,135,
19,Fosforo (mg):,450,
20,Magnesio (mg):,170,
21,Zinco (mg):,3.4,
22,Rame (mg):,0.7,
23,Selenio (µg):,16,
24,Tiamina (mg):,0.4,
25,Riboflavina (mg):,0.1,
26,Niacina (mg):,2.3,
27,Vitamina A retinolo eq. (µg):,3,
28,Vitamina C (mg):,3,
29,Vitamina E (mg):,,
