Minerali,per porzione,% RDA
Calcio,"0,9 mg","< 0,1 %"
Rame,"< 0,1 mg","5,7 %"
Ferro,"0,2 mg","1,2 %"
Magnesio,"15,9 mg","5,3 %"
Manganese,"< 0,1 mg","4,9 %"
Fosforo,"27,7 mg","4,0 %"
Potassio,"32,7 mg","1,6 %"
Selenio,"< 0,1 mg","3,3 %"
Zinco,"0,4 mg","5,7 %"
