Minerali,per porzione,% RDA
Calcio,"33,0 mg","3,3 %"
Rame,"< 0,1 mg","9,9 %"
Ferro,"0,5 mg","3,5 %"
Magnesio,"10,5 mg","3,5 %"
Manganese,"0,5 mg","25,7 %"
Fosforo,"13,5 mg","1,9 %"
Potassio,"63,0 mg","3,2 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,1 mg","1,7 %"
