,0,1,2,3
1,Proteine(%): 1.8,,,
2,Lisina:,69,3.83,
3,Istidina:,29,1.61,
4,Arginina:,82,4.56,
5,Acido aspartico:,209,11.61,
6,Treonina:,75,4.17,
7,Serina:,60,3.33,
8,Acido glutamico:,186,10.33,
9,Prolina:,94,5.22,
10,Glicina:,75,4.17,
11,Alanina:,78,4.33,
12,Cistina:,,,
13,Valina:,98,5.44,
14,Metionina:,33,1.83,
15,Isoleucina:,69,3.83,
16,Leucina:,115,6.39,
17,Tirosina:,48,2.67,
18,Fenilalanina:,93,5.17,
19,Triptofano:,16,0.89,
20,Indice Chimico:,66,,
21,Aminoacido limitante:,Lis.,,
