0,1,2
Calorie,kcal,26.0
Calorie,kj,111.0
Grassi,g,0.2
Carboidrati,g,5.64
Proteine,g,0.52
Zuccheri,g,3.54
Acqua,g,93.35
Amido,g,0.0
Ceneri,g,0.29
Minerali,,
Calcio,mg,9.0
Sodio,mg,20.0
Fosforo,mg,12.0
Potassio,mg,205.0
Ferro,mg,0.17
Magnesio,mg,10.0
Zinco,mg,0.07
Rame,mg,0.017
Manganese,mg,0.027000000000000003
Vitamine,,
Tiamina (Vit. B1),mg,0.02
Riboflavina (Vit. B2),mg,0.02
Niacina (Vit. B3),mg,0.17
Acido Pantotenico (Vit. B5),mg,0.11
Piridossina (Vit. B6),mg,0.057999999999999996
Folato alimentare,mcg,22.0
"Folati, totali",mcg,22.0
Acido ascorbico (Vit. C),mg,4.5
Alpha-tocoferolo (Vit. E),mg,0.0
Tocoferolo beta,mg,0.0
Tocoferolo gamma,mg,0.0
Tocoferolo delta,mg,0.0
Zuccheri,,
Destrosio,g,1.21
Fruttosio,g,1.56
Galattosio,g,0.0
Lattosio,g,0.0
Maltosio,g,0.0
Saccarosio,g,0.77
Lipidi,,
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Altro,,
