Valori nutrizionali,per porzione,% RDA
Valore calorico,1.222 kcal 5.117 kJ,"61,1 %"
Grassi,"77,3 g","118,9 %"
Grassi saturi,"31,2 g","141,7 %"
Grassi monoinsaturi,"33,1 g","114,1 %"
Grassi polinsaturi,"2,9 g","19,6 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"123,4 g","169,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"456,0 mg","1.520,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"401,8 g","20,1 %"
