0,1,2
Calorie,kcal,101.0
Calorie,kj,423.0
Grassi,g,1.47
Carboidrati,g,9.13
Proteine,g,12.39
Fibre,g,0.0
Acqua,g,74.91
Ceneri,g,2.11
Minerali,,
Calcio,mg,19.0
Sodio,mg,705.0
Fosforo,mg,282.0
Potassio,mg,89.0
Ferro,mg,0.6
Magnesio,mg,43.0
Zinco,mg,0.33
Rame,mg,0.032
Manganese,mg,0.011000000000000001
Selenio,mcg,22.9
Vitamine,,
Retinolo (Vit. A),mcg,20.0
"Vitamina A, IU",IU,66.0
"Vitamina A, RAE",mcg_RAE,20.0
Tiamina (Vit. B1),mg,0.024
Riboflavina (Vit. B2),mg,0.034
Niacina (Vit. B3),mg,0.17
Acido Pantotenico (Vit. B5),mg,0.07
Piridossina (Vit. B6),mg,0.03
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,2.0
"Folato, DFE",mcg_DFE,2.0
"Folati, totali",mcg,2.0
Cobalamina (Vit. B12),mcg,1.6
Acido ascorbico (Vit. C),mg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.22
"Acidi grassi, polinsaturi",g,0.75
"Acidi grassi, saturi",g,0.29
Colesterolo,mg,36.0
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Acido aspartico,g,1.239
Acido glutammico,g,1.956
Alanina,g,0.727
Arginina,g,0.823
Cistina,g,0.133
Fenilalanina,g,0.486
Glicina,g,0.48
Isoleucina,g,0.579
Istidina,g,0.285
Leucina,g,0.981
Lisina,g,1.1320000000000001
Metionina,g,0.42
Prolina,g,0.462
Serina,g,0.541
Tirosina,g,0.499
Treonina,g,0.599
Triptofano,g,0.075
Valina,g,0.628
Altro,,
