Minerali,per porzione,% RDA
Calcio,"101,3 mg","10,1 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"2,3 mg","15,2 %"
Magnesio,"7,9 mg","2,6 %"
Manganese,"< 0,1 mg","4,9 %"
Fosforo,"141,6 mg","20,2 %"
Potassio,"47,5 mg","2,4 %"
Selenio,"< 0,1 mg","13,9 %"
Zinco,"0,2 mg","2,5 %"
