Minerali,per porzione,% RDA
Calcio,"2,3 mg","0,2 %"
Rame,"< 0,1 mg","1,5 %"
Ferro,"0,3 mg","1,8 %"
Magnesio,"2,3 mg","0,8 %"
Manganese,"< 0,1 mg","1,1 %"
Fosforo,"4,2 mg","0,6 %"
Potassio,"49,2 mg","2,5 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"< 0,1 mg","0,5 %"
