,0,1
0,Composizione chimica,valore per 100g
1,Lipidi totali,ND
2,Saturi totali,3.20
3,C12 0,0.01
4,C14 0,0.12
5,C14 1,0g
6,C15 0,0g
7,C16 0,1.97
8,C16 1,0.22
9,C17 0,0.03
10,C17 1,0.03
11,C18 0,0.98
12,C18 1,3.21
13,C18 2,0.44
14,C18 3,0.03
15,C20 0,0.01
16,C20 1,0.05
17,C20 2,0g
18,C20 3,0g
19,C20 4,0.01
20,C20 5,0.01
21,C22 0,0g
22,C22 1,0g
23,C22 6,0g
24,C4 0 c10 0,0.07
25,Monoinsaturi totali,3.52
26,Nitrati,14.40
27,Nitriti,8.10
28,Polinsaturi totali,0.50
