,0,1,2,3,4,5
1,Categoria merceologica: 4001 - frutta fresca e bacche,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",52,AO,007520,,
6,"Energia, ricalcolata, kJ",1505,86,,,
7,"Energia, Ric con fibra, kJ",1602,86,,,
8,"Energia, ricalcolata, kcal",364,86,,,
9,"Energia, Ric con fibra, kcal",389,86,,,
10,"Proteine totali, g",3.5,AO,007520,,
11,"Proteine animali, g",0.0,LZ,,,
12,"Proteine vegetali, g",3.5,AO,007520,,
13,"Lipidi totali, g",35.0,AO,007520,,
14,"Lipidi animali, g",0.0,LZ,,,
15,"Lipidi vegetali, g",35.0,AO,007520,,
16,"Colesterolo, mg",0,LZ,,,
17,"Carboidrati disponibili (MSE), g",9.4,AO,007520,,
18,"Amido (MSE), g",0.0,AO,007520,,
19,"Carboidrati solubili (MSE), g",9.4,AO,007520,,
20,"Fibra alimentare totale, g",12.2,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
21,"Alcol, g",0.0,LZ,,,
22,"Acqua, g",50.9,AO,007520,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",1.7,AO,007520,,
25,"Calcio, mg",13,AO,007520,,
26,"Sodio, mg",23,AO,007520,,
27,"Potassio, mg",256,AO,007520,,
28,"Fosforo, mg",95,AO,007520,,
29,"Zinco, mg",0.50,AO,007520,,
30,"Magnesio, mg",5,AO,007520,,
31,"Rame, mg",0.32,AO,007520,,
32,"Selenio, µg",0.8,AO,007520,,
33,"Cloro, mg",110,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
34,"Iodio, µg",1,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
35,"Manganese, mg",1.00,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
36,"Zolfo, mg",44,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.05,AO,007520,,
39,"Vitamina B2, Riboflavina, mg",0.02,AO,007520,,
40,"Vitamina C, mg",3,AO,007520,,
41,"Niacina, mg",0.50,AO,007520,,
42,"Vitamina B6, mg",0.05,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
43,"Folati totali, µg",26,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
44,"Acido pantotenico, mg",0.30,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
45,"Biotina, µg",2.7,DO,11B10173,2,"""Coconut, fresh, mature fruit, flesh"" WATER 51.4g, PROT 3.4g, FAT 30.1g, CHO 3.4g, SUGAR 3.1g"
46,"Vitamina B12, µg",0.0,LZ,,,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",0,AO,007520,,
50,"Retinolo, µg",0,LZ,,,
51,"ß-carotene eq., µg",0,AO,007520,3B,
52,"Vitamina E (ATE), mg",0.73,L,816,6B,"""Coconut, fresh"" WATER 45g, PROT 3.2g, FAT 36g, CHO 3.7g, SUGAR 3.7g"
53,"Vitamina D, µg",0.00,LZ,,,
54,"Vitamina K, µg",0.20,DI,12104,2,"""Nuts, coconut meat, raw"" WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 15.23g, SUGAR 6.23g"
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",30.93,AO,007520,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",5.19,AO,007520,,
58,"Acido laurico, g",16.18,AO,007520,,
59,"Acido miristico, g",5.36,AO,007520,,
60,"Acido palmitico, g",3.05,AO,007520,,
61,"Acido stearico, g",0.81,AO,007520,,
62,"Acido arachidico, g",0.34,AO,007520,,
63,"Acido beenico, g",0.00,AO,007520,,
64,"Acidi grassi monoinsaturi totali, g",2.38,AO,007520,,
65,"Acido miristoleico, g",0.00,AO,007520,,
66,"Acido palmitoleico, g",0.14,AO,007520,,
67,"Acido oleico, g",2.24,AO,007520,,
68,"Acidi eicosenoico, g",0.00,AO,007520,,
69,"Acido erucico, g",0.00,AO,007520,,
70,"Acidi grassi polinsaturi totali, g",0.61,AO,007520,,
71,"Acido linoleico, g",0.61,AO,007520,,
72,"Acido linolenico, g",0.00,AO,007520,,
73,"Acido arachidonico, g",0.00,AO,007520,,
74,"Acido eicosapentaenoico (EPA), g",0.00,AO,007520,,
75,"Acido decosaesaenoico (DHA), g",0.00,AO,007520,,
76,"Altri acidi grassi polinsaturi, g",0.00,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",41,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, TRP 0.039g"
79,"Treonina, mg",127,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, THR 0.121g"
80,"Isoleucina, mg",138,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, ILE 0.131g"
81,"Leucina, mg",260,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, LEU 0.247g"
82,"Lisina, mg",155,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, LYS 0.147g"
83,"Metionina, mg",65,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, MET 0.062g"
84,"Cistina, mg",69,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, CYS 0.066g"
85,"Fenilalanina, mg",178,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, PHE 0.169g"
86,"Tirosina, mg",108,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, TYR 0.103g"
87,"Valina, mg",212,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, VAL 0.202g"
88,"Arginina, mg",574,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, ARG 0.546g"
89,"Istidina, mg",81,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, HIS 0.077g"
90,"Alanina, mg",179,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, ALA 0.17g"
91,"Acido aspartico, mg",342,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, ASP 0.325g"
92,"Acido glutammico, mg",800,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, GLU 0.761g"
93,"Glicina, mg",166,DI,12104,3B,"Nuts, Coconut Meat, Raw WATER 46.99g, PROT 3.33g, FAT 33.49g, CHO 6.23g, SUGAR 6.23g, GLY 0.158g"
