Minerali,per porzione,% RDA
Calcio,"9,0 mg","0,9 %"
Rame,"0,1 mg","12,9 %"
Ferro,"0,4 mg","2,8 %"
Magnesio,"13,5 mg","4,5 %"
Manganese,"< 0,1 mg","4,1 %"
Fosforo,"39,0 mg","5,6 %"
Potassio,"301,5 mg","15,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,3 mg","3,6 %"
