Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (150 g),Desserts,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"0,1 g","0,15 g","-99%10,5 g","-96%2,69 g","-99%11,9 g","-99%11,9 g","-99%15,4 g"
- Acidi Grassi saturi,"0,1 g","0,15 g","-99%6,74 g","-94%1,75 g","-99%7,9 g","-99%7,9 g","-99%9,61 g"
Carboidrati,"13,3 g",20 g,"-55%29,6 g","+8%12,3 g","+86%7,16 g","+86%7,16 g","+118%6,1 g"
- Zuccheri,"12,5 g","18,8 g","-44%22,2 g","+10%11,4 g","+103%6,16 g","+103%6,16 g","+131%5,42 g"
Fibra alimentare,"0,1 g","0,15 g",?,"-64%0,275 g","-51%0,205 g","-51%0,205 g","-25%0,133 g"
Proteine,8 g,12 g,"+119%3,66 g","+106%3,88 g",-20%10 g,-20%10 g,"+1%7,89 g"
Sale,"0,1 g","0,15 g","-26%0,135 g","-12%0,113 g","-81%0,529 g","-81%0,529 g","-75%0,405 g"
Sodio,"0,039 g","0,059 g","-26%0,053 g","-12%0,044 g","-81%0,208 g","-81%0,208 g","-75%0,159 g"
Nutrition score - France,-1,-1,"-109%11,4","-147%2,11","-116%6,32","-116%6,32","-117%5,86"
Nutri-Score,A,A,D,C,C,C,C
