,0,1,2
0,,CECI,
1,,,CECI BOLLITI
2,,,CECI IN SCATOLA
3,,,
4,,FAGIOLI,
5,,,FAGIOLI BOLLITI
6,,,FAGIOLI BORLOTTI
7,,,FAGIOLI BORLOTTI BOLLITI
8,,,FAGIOLI BORLOTTI IN SCATOLA
9,,,FAGIOLI BORLOTTI SECCHI
10,,,FAGIOLI BORLOTTI SECCHI BOLLITI
11,,,FAGIOLI CANNELLINI
12,,,FAGIOLI CANNELLINI BOLLITI
13,,,FAGIOLI CANNELLINI IN SCATOLA
14,,,FAGIOLI DALL'OCCHIO
15,,,
16,,FAVE,
17,,,FAVE SALTATE IN PADELLA
18,,,SECCHE
19,,,SECCHE SGUSCIATE
20,,,
21,,LENTICCHIE,
22,,,LENTICCHIE BOLLITE
23,,,LENTICCHIE IN SCATOLA
24,,,
25,,LUPINI,
26,,,
27,,PISELLI,
28,,,PISELLI SALTATI IN PADELLA
29,,,PISELLI IN SCATOLA
30,,,PISELLI SECCHI
31,,,PISELLI SURGELATI
32,,,
33,,SOIA,
34,,,SOIA ISOLATO PROTEICO
