Minerali,per porzione,% RDA
Calcio,"34,4 mg","3,4 %"
Rame,"< 0,1 mg","2,0 %"
Ferro,"0,8 mg","5,6 %"
Magnesio,"4,5 mg","1,5 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"31,9 mg","4,6 %"
Potassio,"37,8 mg","1,9 %"
Selenio,"< 0,1 mg","14,4 %"
Zinco,"0,4 mg","5,2 %"
