0,1
Grassi saturi totali,18.54
C4:0\÷C10:0 (laurico),2.98
C12:0 (laurico),1.04
C14:0 (miristico),3.40
C16:0 (palmitico),8.04
C18:0 (stearico),3.07
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,8.81
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.64
C18:1 (oleico),8.16
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,0.79
C18:2 W6 (linoleico),0.38
C18:3 W3 (linolenico),0.42
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.00
