0,1,2
Calorie,kcal,318.0
Calorie,kj,1331.0
Grassi,g,0.0
Carboidrati,g,71.3
Proteine,g,6.2
Fibre,g,0.0
Zuccheri,g,71.3
Acqua,g,21.1
Ceneri,g,1.3
Minerali,,
Calcio,mg,61.0
Sodio,mg,35.0
Fosforo,mg,236.0
Potassio,mg,320.0
Ferro,mg,0.96
Magnesio,mg,72.0
Zinco,mg,0.14
Rame,mg,0.2
Manganese,mg,0.1
Selenio,mcg,12.3
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,0.0
"Vitamina A, RAE",mcg_RAE,0.0
Tiamina (Vit. B1),mg,0.011000000000000001
Riboflavina (Vit. B2),mg,0.39299999999999996
Niacina (Vit. B3),mg,8.12
Acido Pantotenico (Vit. B5),mg,0.171
Piridossina (Vit. B6),mg,0.5
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,12.0
"Folato, DFE",mcg_DFE,12.0
"Folati, totali",mcg,12.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.0
"Acidi grassi, polinsaturi",g,0.0
"Acidi grassi, saturi",g,0.0
Colesterolo,mg,0.0
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Acido aspartico,g,0.5579999999999999
Acido glutammico,g,1.006
Alanina,g,0.271
Arginina,g,0.28300000000000003
Cistina,g,0.065
Fenilalanina,g,0.26
Glicina,g,0.252
Isoleucina,g,0.21
Istidina,g,0.132
Leucina,g,0.37799999999999995
Lisina,g,0.267
Metionina,g,0.11
Prolina,g,0.45899999999999996
Serina,g,0.23199999999999998
Tirosina,g,0.16899999999999998
Treonina,g,0.20800000000000002
Triptofano,g,0.075
Valina,g,0.304
Altro,,
Alcol etilico,g,0.0
