,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"10,30g",-
3,Carboidrati disponibili,"46,90g",-
4,Carboidrati complessi,"39,30g",-
5,Zuccheri solubili,"3,70g",-
6,Proteine,"20,90g",-
7,Grassi (Lipidi),"6,30g",-
8,Saturi totali,"0,81g",-
9,Monoinsaturi totali,"1,75g",-
10,Polinsaturi totali,"3,46g",-
11,Colesterolo,0,-
12,Fibra totale,"13,60g",-
13,Fibra solubile,"1,13g",-
14,Fibra insolubile,"12,45g",-
15,Alcol (g),0,-
16,Sodio,6mg,0.40% RDA
17,Potassio,881mg,18.74% RDA
18,Ferro,"6,40mg",80% RDA
19,Calcio,142mg,14.20% RDA
20,Fosforo,415mg,59.29% RDA
21,Magnesio,130mg,30.95% RDA
22,Zinco,"3,20mg",29.09% RDA
23,Rame,1mg,100% RDA
24,Selenio,2µg,3.64% RDA
25,Tiamina (Vit. B1),"0,30mg",25% RDA
26,Riboflavina (Vit. B2),"0,10mg",7.69% RDA
27,Niacina (Vit. B3 o PP),"2,50mg",15.63% RDA
28,Vitamina A retinolo eq.,10µg,1.11% RDA
29,Vitamina C,Tracce,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
