Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (250 g),Meals
Grassi,"15,2 g",38 g,"+76%8,64 g"
- Acidi Grassi saturi,"4,68 g","11,7 g","+25%3,74 g"
Carboidrati,9 g,"22,5 g","-64%25,1 g"
- Zuccheri,"2,12 g","5,3 g","-40%3,53 g"
Fibra alimentare,"1,3 g","3,25 g","-43%2,3 g"
Proteine,"4,6 g","11,5 g","-45%8,41 g"
Sale,"0,65 g","1,63 g","-41%1,11 g"
Sodio,"0,256 g","0,64 g","-41%0,437 g"
Nutrition score - France,5,5,"-22%6,45"
Nutri-Score,C,C,C
