Minerali,per porzione,% RDA
Calcio,"1,6 mg","0,2 %"
Rame,"< 0,1 mg","4,1 %"
Ferro,"0,3 mg","1,9 %"
Magnesio,"4,3 mg","1,4 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"16,2 mg","2,3 %"
Potassio,"40,2 mg","2,0 %"
Selenio,"< 0,1 mg","0,5 %"
Zinco,"< 0,1 mg","0,8 %"
