Minerali,per porzione,% RDA
Calcio,"35,6 mg","3,6 %"
Rame,"< 0,1 mg","5,0 %"
Ferro,"1,1 mg","7,1 %"
Magnesio,"20,8 mg","6,9 %"
Manganese,"0,2 mg","9,9 %"
Fosforo,"67,3 mg","9,6 %"
Potassio,"125,7 mg","6,3 %"
Selenio,"< 0,1 mg","24,8 %"
Zinco,"0,2 mg","3,3 %"
