Minerali,per porzione,% RDA
Calcio,"17,1 mg","1,7 %"
Rame,"0,2 mg","16,2 %"
Ferro,"0,7 mg","4,6 %"
Magnesio,"38,0 mg","12,7 %"
Manganese,"0,4 mg","21,2 %"
Fosforo,"58,9 mg","8,4 %"
Potassio,"860,7 mg","43,0 %"
Selenio,"< 0,1 mg","1,3 %"
Zinco,"0,3 mg","4,6 %"
